,jersey_no,name,role,salary_rank,salary,team,season
2180,26,Manish Pandey,Batsman,26,"17,000,000",Kolkata Knight Riders,2017
2181,146,Ankit Rajpoot,Bowler,146,"15,000,000",Kolkata Knight Riders,2017
2182,63,Chris Lynn,Batsman,63,"13,000,000",Kolkata Knight Riders,2017
2183,113,SuryaKumar Yadav,Batsman,113,"7,000,000",Kolkata Knight Riders,2017
2184,38,Andre Russell,Allrounder,38,"6,000,000",Kolkata Knight Riders,2017
2185,164,Rishi Dhawan,Allrounder,164,"5,500,000",Kolkata Knight Riders,2017
2186,365,Darren Bravo,Batsman,365,"5,000,000",Kolkata Knight Riders,2017
2187,74,Kuldeep Yadav,Bowler,74,"4,000,000",Kolkata Knight Riders,2017
2188,218,Colin De Grandhomme,Allrounder,218,"3,000,000",Kolkata Knight Riders,2017
2189,558,Rovman Powell,Batsman,558,"3,000,000",Kolkata Knight Riders,2017
2190,424,Sheldon Jackson,wicketkeeper Batsman,424,"1,500,000",Kolkata Knight Riders,2017
2191,557,Sayan Ghosh,Bowler,557,"1,000,000",Kolkata Knight Riders,2017
2192,422,Ishank Jaggi,Batsman,422,"1,000,000",Kolkata Knight Riders,2017
2193,559,Sanjay Yadav,Bowler,559,"1,000,000",Kolkata Knight Riders,2017
2194,3,Virat Kohli,Batsman,3,"125,000,000",Royal Challengers Bangalore,2017
2195,149,Tymal Mills,Bowler,149,"120,000,000",Royal Challengers Bangalore,2017
2196,5,AB de Villiers,Wicketkeeper Batsman,5,"95,000,000",Royal Challengers Bangalore,2017
2197,10,Shane Watson,Allrounder,10,"95,000,000",Royal Challengers Bangalore,2017
2198,21,Chris Gayle,Allrounder,21,"75,000,000",Royal Challengers Bangalore,2017
2199,92,Mitchell Starc,Bowler,92,"50,000,000",Royal Challengers Bangalore,2017
2200,52,Kedar Jadhav,Allrounder,52,"21,750,000",Royal Challengers Bangalore,2017
2201,107,Stuart Binny,Allrounder,107,"20,000,000",Royal Challengers Bangalore,2017
2202,286,Aniket Choudhary,Bowler,286,"20,000,000",Royal Challengers Bangalore,2017
2203,132,Pawan Negi,Bowler,132,"10,000,000",Royal Challengers Bangalore,2017
2204,30,Lokesh Rahul,Batsman,30,"10,000,000",Royal Challengers Bangalore,2017
2205,168,Mandeep Singh,Allrounder,168,"8,000,000",Royal Challengers Bangalore,2017
2206,193,Adam Milne,Bowler,193,"7,000,000",Royal Challengers Bangalore,2017
2207,322,Samuel Badree,Bowler,322,"5,000,000",Royal Challengers Bangalore,2017
2208,351,Travis Head,Batsman,351,"5,000,000",Royal Challengers Bangalore,2017
2209,207,Sarfaraz Khan,Batsman,207,"5,000,000",Royal Challengers Bangalore,2017
2210,281,Harshal Patel,Bowler,281,"4,000,000",Royal Challengers Bangalore,2017
2211,317,Billy Stanlake,Bowler,317,"3,000,000",Royal Challengers Bangalore,2017
2212,408,Harpreet Singh,Batsman,408,"2,000,000",Royal Challengers Bangalore,2017
2213,563,Wicketkeeper Batsman,Wicketkeeper Batsman,563,"1,000,000",Royal Challengers Bangalore,2017
2214,267,Avesh khan,Bowler,267,"1,000,000",Royal Challengers Bangalore,2017
2215,615,Tabraiz Shamsi,Bowler,615,"1,000,000",Royal Challengers Bangalore,2017
2216,393,Sachin Baby,Batsman,393,"1,000,000",Royal Challengers Bangalore,2017
2217,499,Praveen Dubey,Bowler,499,"1,000,000",Royal Challengers Bangalore,2017
2218,377,Sreenath Aravind,Bowler,377,"1,000,000",Royal Challengers Bangalore,2017
2219,291,Iqbal Abdulla,Allrounder,291,"1,000,000",Royal Challengers Bangalore,2017
2220,77,Yuzvendra Chahal,Bowler,77,"1,000,000",Royal Challengers Bangalore,2017
2221,13,Shikhar Dhawan,Batsman,13,"125,000,000",Sunrisers Hyderabad,2017
2222,8,Yuvraj Singh,Batsman,8,"70,000,000",Sunrisers Hyderabad,2017
2223,59,Ashish Nehra,Bowler,59,"55,000,000",Sunrisers Hyderabad,2017
2224,16,David Warner,Batsman,16,"55,000,000",Sunrisers Hyderabad,2017
2225,25,Bhuvneshwar kumar,Bowler,25,"42,500,000",Sunrisers Hyderabad,2017
2226,105,Deepak Hooda,Allrounder,105,"42,000,000",Sunrisers Hyderabad,2017
2227,39,Rashid Khan,Bowler,39,"40,000,000",Sunrisers Hyderabad,2017
2228,136,Mohammed Siraj,Bowler,136,"26,000,000",Sunrisers Hyderabad,2017
2229,198,Mustafizur Rahman,Bowler,198,"14,000,000",Sunrisers Hyderabad,2017
2230,174,Barinder Sran,Bowler,174,"12,000,000",Sunrisers Hyderabad,2017
2231,117,Moises Henriques,Allrounder,117,"10,000,000",Sunrisers Hyderabad,2017
2232,296,Eklavya Dwivedi,Wicketkeeper Batsman,296,"7,500,000",Sunrisers Hyderabad,2017
2233,130,Kane Williamson,Batsman,130,"6,000,000",Sunrisers Hyderabad,2017
2234,178,Ben Cutting,Bowler,178,"5,000,000",Sunrisers Hyderabad,2017
2235,171,Chris Jordan,Bowler,171,"5,000,000",Sunrisers Hyderabad,2017
2236,188,Naman Ojha,Wicketkeeper batsman,188,"5,000,000",Sunrisers Hyderabad,2017
2237,131,Vijay Shankar,Allrounder,131,"3,500,000",Sunrisers Hyderabad,2017
2238,220,Abhimanyu Mithun,Bowler,220,"3,000,000",Sunrisers Hyderabad,2017
2239,385,Ben Laughlin,Bowler,385,"3,000,000",Sunrisers Hyderabad,2017
2240,227,Mohammad Nabi,Allrounder,227,"3,000,000",Sunrisers Hyderabad,2017
2241,331,Bipul Sharma,Allrounder,331,"1,000,000",Sunrisers Hyderabad,2017
2242,112,Siddarth Kaul,Bowler,112,"1,000,000",Sunrisers Hyderabad,2017
2243,410,Ricky Bhui,Batsman,410,"1,000,000",Sunrisers Hyderabad,2017
2244,560,Tanmay Agarwal,Batsman,560,"1,000,000",Sunrisers Hyderabad,2017
2245,409,Pravin Tambe,Bowler,409,"1,000,000",Sunrisers Hyderabad,2017
2246,1,MS Dhoni,Wicketkeeper Batsman,1,"150,000,000",Chennai Super Kings,2018
2247,4,Suresh Raina,Batsman,4,"110,000,000",Chennai Super Kings,2018
2248,52,Kedar Jadhav,Allrounder,52,"78,000,000",Chennai Super Kings,2018
2249,11,Ravindra Jadeja,Allrounder,11,"70,000,000",Chennai Super Kings,2018
2250,33,Dwayne Bravo,Allrounder,33,"64,000,000",Chennai Super Kings,2018
2251,49,Karn Sharma,Bowler,49,"50,000,000",Chennai Super Kings,2018
2252,10,Shane Watson,Allrounder,10,"40,000,000",Chennai Super Kings,2018
2253,155,Shardul Thakur,Bowler,155,"26,000,000",Chennai Super Kings,2018
2254,68,Ambati Rayudu,Batsman,68,"22,000,000",Chennai Super Kings,2018
2255,233,Allrounder,Allrounder,233,"20,000,000",Chennai Super Kings,2018
2256,56,Murali Vijay,Batsman,56,"20,000,000",Chennai Super Kings,2018
2257,22,Harbhajan Singh,Bowler,22,"20,000,000",Chennai Super Kings,2018
2258,67,Francois Du Plessis,Batsman,67,"16,000,000",Chennai Super Kings,2018
2259,333,Mark Wood,Bowler,333,"15,000,000",Chennai Super Kings,2018
2260,187,Imran Tahir,Bowler,187,"10,000,000",Chennai Super Kings,2018
2261,222,Sam billings,Bowler,222,"10,000,000",Chennai Super Kings,2018
2262,246,Deepak Chahar,Bowler,246,"8,000,000",Chennai Super Kings,2018
2263,306,Lungi Ngidi,Bowler,306,"5,000,000",Chennai Super Kings,2018
2264,307,Mitchell Santner,Allrounder,307,"5,000,000",Chennai Super Kings,2018
2265,347,KM Asif,Bowler,347,"4,000,000",Chennai Super Kings,2018
2266,496,Chaitanya Bishnoi,Batsman,496,"2,000,000",Chennai Super Kings,2018
2267,513,Dhruv Shorey,Batsman,513,"2,000,000",Chennai Super Kings,2018
2268,616,Kanishk Seth,Allrounder,616,"2,000,000",Chennai Super Kings,2018
2269,617,Kshitiz Sharma,Allrounder,617,"2,000,000",Chennai Super Kings,2018
2270,460,Monu Kumar,Bowler,460,"2,000,000",Chennai Super Kings,2018
2271,411,Narayan Jagadeesan,Batsman,411,"2,000,000",Chennai Super Kings,2018
2272,17,Ben Stokes,Allrounder,17,"125,000,000",Rajasthan Royals,2018
2273,44,Jaydev Unadkat,Bowler,44,"115,000,000",Rajasthan Royals,2018
2274,28,Sanju Samson,Wicketkeeper Batsman,28,"80,000,000",Rajasthan Royals,2018
2275,62,Jofra Archer,Bowler,62,"72,000,000",Rajasthan Royals,2018
2276,61,Krishnappa Gowtham,Allrounder,61,"62,000,000",Rajasthan Royals,2018
2277,72,Jos Buttler,Wicketkeeper Batsman,72,"44,000,000",Rajasthan Royals,2018
2278,23,Ajinkya Rahane,Batsman,23,"40,000,000",Rajasthan Royals,2018
2279,232,Batsman,Batsman,232,"40,000,000",Rajasthan Royals,2018
2280,175,Rahul Tripathi,Batsman,175,"34,000,000",Rajasthan Royals,2018
2281,161,Dhawal Kulkarni,Bowler,161,"7,500,000",Rajasthan Royals,2018
2282,461,Zahir Khan,Bowler,461,"6,000,000",Rajasthan Royals,2018
2283,385,Ben Laughlin,Bowler,385,"5,000,000",Rajasthan Royals,2018
2284,371,Bowler,Bowler,371,"5,000,000",Rajasthan Royals,2018
2285,370,Wicketkeeper Batsman,Wicketkeeper Batsman,370,"5,000,000",Rajasthan Royals,2018
2286,107,Stuart Binny,Allrounder,107,"5,000,000",Rajasthan Royals,2018
2287,483,Dushmantha Chameera,Bowler,483,"5,000,000",Rajasthan Royals,2018
2288,360,Anureet Singh,Bowler,360,"3,000,000",Rajasthan Royals,2018
2289,462,Aryaman Birla,Batsman,462,"3,000,000",Rajasthan Royals,2018
2290,390,Ankit Sharma,Bowler,390,"2,000,000",Rajasthan Royals,2018
2291,618,Jatin Saxena,Allrounder,618,"2,000,000",Rajasthan Royals,2018
2292,396,Mahipal Lomror,Allrounder,396,"2,000,000",Rajasthan Royals,2018
2293,514,Prashant Chopra,Batsman,514,"2,000,000",Rajasthan Royals,2018
2294,358,Shreyas Gopal,Allrounder,358,"2,000,000",Rajasthan Royals,2018
2295,515,Sudhesan Midhun,Bowler,515,"2,000,000",Rajasthan Royals,2018
2296,31,Steven Smith,Batsman,31,0,Rajasthan Royals,2018
2297,30,Lokesh Rahul,Batsman,30,"110,000,000",Kings Xi Punjab,2018
2298,15,Ravichandran Ashwin,Allrounder,15,"76,000,000",Kings Xi Punjab,2018
2299,103,Andrew Tye,Bowler,103,"72,000,000",Kings Xi Punjab,2018
2300,75,Axar Patel,Allrounder,75,"67,500,000",Kings Xi Punjab,2018
2301,85,Aaron Finch,Batsman,85,"62,000,000",Kings Xi Punjab,2018
2302,83,Marcus Stoinis,batsman,83,"62,000,000",Kings Xi Punjab,2018
2303,64,Karun Nair,Batsman,64,"56,000,000",Kings Xi Punjab,2018
2304,150,Mujeeb Ur Rahman,Bowler,150,"40,000,000",Kings Xi Punjab,2018
2305,146,Ankit Rajpoot,Bowler,146,"30,000,000",Kings Xi Punjab,2018
2306,20,David Miller,Batsman,20,"30,000,000",Kings Xi Punjab,2018
2307,73,Mohit Sharma,Bowler,73,"24,000,000",Kings Xi Punjab,2018
2308,174,Barinder Sran,Bowler,174,"22,000,000",Kings Xi Punjab,2018
2309,21,Chris Gayle,Allrounder,21,"20,000,000",Kings Xi Punjab,2018
2310,8,Yuvraj Singh,Batsman,8,"20,000,000",Kings Xi Punjab,2018
2311,348,Ben Dwarshuis,Bowler,348,"14,000,000",Kings Xi Punjab,2018
2312,214,Akshdeep Nath,Batsman,214,"10,000,000",Kings Xi Punjab,2018
2313,157,Mayank Agarwal,Batsman,157,"10,000,000",Kings Xi Punjab,2018
2314,89,Manoj Tiwary,Batsman,89,"10,000,000",Kings Xi Punjab,2018
2315,619,Manzoor Dar,Bowler,619,"2,000,000",Kings Xi Punjab,2018
2316,620,Mayank Dagar,Bowler,620,"2,000,000",Kings Xi Punjab,2018
2317,551,Pardeep Sahu,Allrounder,551,"2,000,000",Kings Xi Punjab,2018
2318,18,Glenn Maxwell,Allrounder,18,"90,000,000",Delhi Daredevils,2018
2319,35,Rishabh Pant,Wicketkeeper Batsman,35,"80,000,000",Delhi Daredevils,2018
2320,19,Chris Morris,Allrounder,19,"71,000,000",Delhi Daredevils,2018
2321,45,Shreyas Iyer,Batsman,45,"70,000,000",Delhi Daredevils,2018
2322,46,Amit Mishra,Bowler,46,"40,000,000",Delhi Daredevils,2018
2323,106,Shahbaz Nadeem,Bowler,106,"32,000,000",Delhi Daredevils,2018
2324,131,Vijay Shankar,Allrounder,131,"32,000,000",Delhi Daredevils,2018
2325,48,Mohammed Shami,Bowler,48,"30,000,000",Delhi Daredevils,2018
2326,142,Rahul Tewatia,Bowler,142,"30,000,000",Delhi Daredevils,2018
2327,7,Gautam Gambhir,Batsman,7,"28,000,000",Delhi Daredevils,2018
2328,81,Trent Boult,Bowler,81,"22,000,000",Delhi Daredevils,2018
2329,308,Bowler,Bowler,308,"20,000,000",Delhi Daredevils,2018
2330,221,Colin Munro,Batsman,221,"19,000,000",Delhi Daredevils,2018
2331,152,Daniel Christian,Allrounder,152,"15,000,000",Delhi Daredevils,2018
2332,231,Jason Roy,Batsman,231,"15,000,000",Delhi Daredevils,2018
2333,188,Naman Ojha,Wicketkeeper batsman,188,"14,000,000",Delhi Daredevils,2018
2334,215,Prithvi Shaw,Batsman,215,"12,000,000",Delhi Daredevils,2018
2335,191,Gurkeerat Mann Singh,Batsman,191,"7,500,000",Delhi Daredevils,2018
2336,267,Avesh khan,Bowler,267,"7,000,000",Delhi Daredevils,2018
2337,294,Abhishek Sharma,Bowler,294,"5,500,000",Delhi Daredevils,2018
2338,287,Jayant Yadav,Bowler,287,"5,000,000",Delhi Daredevils,2018
2339,281,Harshal Patel,Bowler,281,"2,000,000",Delhi Daredevils,2018
2340,516,Manjot Kalra,Batsman,516,"2,000,000",Delhi Daredevils,2018
2341,463,Sandeep Lamichhane,Bowler,463,"2,000,000",Delhi Daredevils,2018
2342,557,Sayan Ghosh,Bowler,557,"2,000,000",Delhi Daredevils,2018
2343,624,Bowler,Bowler,624,"2,000,000",Delhi Daredevils,2018
2344,104,Kagiso Rabada,Bowler,104,0,Delhi Daredevils,2018
2345,2,Rohit Sharma,Batsman,2,"150,000,000",Mumbai Indians,2018
2346,34,Hardik Pandya,Allrounder,34,"110,000,000",Mumbai Indians,2018
2347,41,Krunal Pandya,Allrounder,41,"88,000,000",Mumbai Indians,2018
2348,55,Jasprit Bumrah,Allrounder,55,"70,000,000",Mumbai Indians,2018
2349,69,Ishan Kishan,Batsman,69,"62,000,000",Mumbai Indians,2018
2350,14,Kieron Pollard,Allrounder,14,"54,000,000",Mumbai Indians,2018
2351,184,Evin Lewis,Batsman,184,"38,000,000",Mumbai Indians,2018
2352,113,SuryaKumar Yadav,Batsman,113,"32,000,000",Mumbai Indians,2018
2353,178,Ben Cutting,Bowler,178,"22,000,000",Mumbai Indians,2018
2354,198,Mustafizur Rahman,Bowler,198,"22,000,000",Mumbai Indians,2018
2355,181,Rahul Chahar,Bowler,181,"19,000,000",Mumbai Indians,2018
2356,271,Pradeep Sangwan,Bowler,271,"15,000,000",Mumbai Indians,2018
2357,82,JP Duminy,Allrounder,82,"10,000,000",Mumbai Indians,2018
2358,237,Bowler,Bowler,237,"10,000,000",Mumbai Indians,2018
2359,65,Saurabh Tiwary,Batsman,65,"8,000,000",Mumbai Indians,2018
2360,193,Adam Milne,Bowler,193,"7,500,000",Mumbai Indians,2018
2361,426,Tajinder Singh,Batsman,426,"5,500,000",Mumbai Indians,2018
2362,451,Akila Dananjaya,Allrounder,451,"5,000,000",Mumbai Indians,2018
2363,201,Aditya Tare,Wicketkeeper Batsman,201,"2,000,000",Mumbai Indians,2018
2364,412,Anukul Roy,Allrounder,412,"2,000,000",Mumbai Indians,2018
2365,226,Mayank Markande,Bowler,226,"2,000,000",Mumbai Indians,2018
2366,621,MD Nidheesh,Bowler,621,"2,000,000",Mumbai Indians,2018
2367,464,Mohsin Khan,Bowler,464,"2,000,000",Mumbai Indians,2018
2368,395,Siddhesh Lad,Batsman,395,"2,000,000",Mumbai Indians,2018
2369,622,Sharad Lumba,Batsman,622,"2,000,000",Mumbai Indians,2018
2370,369,Jason Behrendorff,Bowler,369,0,Mumbai Indians,2018
2371,43,Pat Cummins,Bowler,43,0,Mumbai Indians,2018
2372,6,Sunil Narine,Bowler,6,"125,000,000",Kolkata Knight Riders,2018
2373,63,Chris Lynn,Batsman,63,"96,000,000",Kolkata Knight Riders,2018
2374,38,Andre Russell,Allrounder,38,"85,000,000",Kolkata Knight Riders,2018
2375,12,Dinesh Karthik,Wicketkeeper Batsman,12,"74,000,000",Kolkata Knight Riders,2018
2376,9,Robin Uthappa,Batsman,9,"64,000,000",Kolkata Knight Riders,2018
2377,74,Kuldeep Yadav,Bowler,74,"58,000,000",Kolkata Knight Riders,2018
2378,24,Piyush Chawla,Allrounder,24,"42,000,000",Kolkata Knight Riders,2018
2379,128,Nitish Rana,Batsman,128,"34,000,000",Kolkata Knight Riders,2018
2380,141,Kamlesh Nagarkoti,Bowler,141,"32,000,000",Kolkata Knight Riders,2018
2381,151,Shivam Mavi,Allrounder,151,"30,000,000",Kolkata Knight Riders,2018
2382,66,Mitchell Johnson,Bowler,66,"20,000,000",Kolkata Knight Riders,2018
2383,190,Shubman Gill,Batsman,190,"18,000,000",Kolkata Knight Riders,2018
2384,180,allrounder,allrounder,180,"16,200,000",Kolkata Knight Riders,2018
2385,78,Vinay Kumar,Bowler,78,"10,000,000",Kolkata Knight Riders,2018
2386,255,Rinku Singh,Batsman,255,"8,000,000",Kolkata Knight Riders,2018
2387,561,Cameron Delport,Allrounder,561,"3,000,000",Kolkata Knight Riders,2018
2388,562,Javon Searles,Bowler,562,"3,000,000",Kolkata Knight Riders,2018
2389,511,Apoorv Wankhade,Batsman,511,"2,000,000",Kolkata Knight Riders,2018
2390,422,Ishank Jaggi,Batsman,422,"2,000,000",Kolkata Knight Riders,2018
2391,413,bowler,bowler,413,"2,000,000",Kolkata Knight Riders,2018
2392,92,Mitchell Starc,Bowler,92,0,Kolkata Knight Riders,2018
2393,3,Virat Kohli,Batsman,3,"170,000,000",Royal Challengers Bangalore,2018
2394,5,AB de Villiers,Wicketkeeper Batsman,5,"110,000,000",Royal Challengers Bangalore,2018
2395,123,Chris Woakes,Bowler,123,"74,000,000",Royal Challengers Bangalore,2018
2396,77,Yuzvendra Chahal,Bowler,77,"60,000,000",Royal Challengers Bangalore,2018
2397,50,Umesh Yadav,Bowler,50,"42,000,000",Royal Challengers Bangalore,2018
2398,40,Brendon McCullum,Wicketkeeper Batsman,40,"36,000,000",Royal Challengers Bangalore,2018
2399,137,Washington Sundar,Batsman,137,"32,000,000",Royal Challengers Bangalore,2018
2400,147,Navdeep Saini,Bowler,147,"30,000,000",Royal Challengers Bangalore,2018
2401,207,Sarfaraz Khan,Batsman,207,"30,000,000",Royal Challengers Bangalore,2018
2402,71,Quinton de Kock,Wicketkeeper Batsman,71,"28,000,000",Royal Challengers Bangalore,2018
2403,136,Mohammed Siraj,Bowler,136,"26,000,000",Royal Challengers Bangalore,2018
2404,173,Murugan Ashwin,Bowler,173,"22,000,000",Royal Challengers Bangalore,2018
2405,218,Colin De Grandhomme,Allrounder,218,"22,000,000",Royal Challengers Bangalore,2018
2406,109,Allrounder,Allrounder,109,"20,000,000",Royal Challengers Bangalore,2018
2407,148,Moeen Ali,Allrounder,148,"17,000,000",Royal Challengers Bangalore,2018
2408,88,Parthiv Patel,Wicketkeeper Batsman,88,"17,000,000",Royal Challengers Bangalore,2018
2409,168,Mandeep Singh,Allrounder,168,"14,000,000",Royal Challengers Bangalore,2018
2410,91,Manan Vohra,Batsman,91,"11,000,000",Royal Challengers Bangalore,2018
2411,132,Pawan Negi,Bowler,132,"10,000,000",Royal Challengers Bangalore,2018
2412,163,Tim Southee,Bowler,163,"10,000,000",Royal Challengers Bangalore,2018
2413,316,Kulwant Khejroliya,Bowler,316,"8,500,000",Royal Challengers Bangalore,2018
2414,286,Aniket Choudhary,Bowler,286,"3,000,000",Royal Challengers Bangalore,2018
2415,517,Aniruddha Joshi,Batsman,517,"2,000,000",Royal Challengers Bangalore,2018
2416,465,Pavan Deshpande,Allrounder,465,"2,000,000",Royal Challengers Bangalore,2018
2417,54,Nathan Coulter-Nile,Bowler,54,0,Royal Challengers Bangalore,2018
2418,26,Manish Pandey,Batsman,26,"110,000,000",Sunrisers Hyderabad,2018
2419,39,Rashid Khan,Bowler,39,"90,000,000",Sunrisers Hyderabad,2018
2420,25,Bhuvneshwar kumar,Bowler,25,"85,000,000",Sunrisers Hyderabad,2018
2421,13,Shikhar Dhawan,Batsman,13,"52,000,000",Sunrisers Hyderabad,2018
2422,97,Wriddhiman Saha,Wicketkeeper Batsman,97,"50,000,000",Sunrisers Hyderabad,2018
2423,112,Siddarth Kaul,Bowler,112,"38,000,000",Sunrisers Hyderabad,2018
2424,105,Deepak Hooda,Allrounder,105,"36,000,000",Sunrisers Hyderabad,2018
2425,145,Khaleel Ahmed,Bowler,145,"30,000,000",Sunrisers Hyderabad,2018
2426,130,Kane Williamson,Batsman,130,"30,000,000",Sunrisers Hyderabad,2018
2427,116,Sandeep Sharma,Bowler,116,"30,000,000",Sunrisers Hyderabad,2018
2428,160,Carlos Brathwaite,Allrounder,160,"20,000,000",Sunrisers Hyderabad,2018
2429,76,Shakib Al Hasan,Allrounder,76,"20,000,000",Sunrisers Hyderabad,2018
2430,27,Yusuf Pathan,Allrounder,27,"19,000,000",Sunrisers Hyderabad,2018
2431,171,Chris Jordan,Bowler,171,"10,000,000",Sunrisers Hyderabad,2018
2432,227,Mohammad Nabi,Allrounder,227,"10,000,000",Sunrisers Hyderabad,2018
2433,212,Shreevats Goswami,Wicketkeeper Batsman,212,"10,000,000",Sunrisers Hyderabad,2018
2434,302,Batsman,Batsman,302,"10,000,000",Sunrisers Hyderabad,2018
2435,219,Basil Thampi,Bowler,219,"9,500,000",Sunrisers Hyderabad,2018
2436,317,Billy Stanlake,Bowler,317,"5,000,000",Sunrisers Hyderabad,2018
2437,223,T Natarajan,Bowler,223,"4,000,000",Sunrisers Hyderabad,2018
2438,331,Bipul Sharma,Allrounder,331,"2,000,000",Sunrisers Hyderabad,2018
2439,623,Mehdi Hasan,Bowler,623,"2,000,000",Sunrisers Hyderabad,2018
2440,410,Ricky Bhui,Batsman,410,"2,000,000",Sunrisers Hyderabad,2018
2441,393,Sachin Baby,Batsman,393,"2,000,000",Sunrisers Hyderabad,2018
2442,560,Tanmay Agarwal,Batsman,560,"2,000,000",Sunrisers Hyderabad,2018
2443,16,David Warner,Batsman,16,0,Sunrisers Hyderabad,2018
2444,1,MS Dhoni,Wicketkeeper Batsman,1,"150,000,000",Chennai Super Kings,2019
2445,4,Suresh Raina,Batsman,4,"110,000,000",Chennai Super Kings,2019
2446,52,Kedar Jadhav,Allrounder,52,"78,000,000",Chennai Super Kings,2019
2447,11,Ravindra Jadeja,Allrounder,11,"70,000,000",Chennai Super Kings,2019
2448,33,Dwayne Bravo,Allrounder,33,"64,000,000",Chennai Super Kings,2019
2449,49,Karn Sharma,Bowler,49,"50,000,000",Chennai Super Kings,2019
2450,73,Mohit Sharma,Bowler,73,"50,000,000",Chennai Super Kings,2019
2451,10,Shane Watson,Allrounder,10,"40,000,000",Chennai Super Kings,2019
2452,155,Shardul Thakur,Bowler,155,"26,000,000",Chennai Super Kings,2019
2453,68,Ambati Rayudu,Batsman,68,"22,000,000",Chennai Super Kings,2019
2454,22,Harbhajan Singh,Bowler,22,"20,000,000",Chennai Super Kings,2019
2455,56,Murali Vijay,Batsman,56,"20,000,000",Chennai Super Kings,2019
2456,233,David willey,Allrounder,233,"20,000,000",Chennai Super Kings,2019
2457,67,Francois Du Plessis,Batsman,67,"16,000,000",Chennai Super Kings,2019
2458,222,Sam billings,Bowler,222,"10,000,000",Chennai Super Kings,2019
2459,187,Imran Tahir,Bowler,187,"10,000,000",Chennai Super Kings,2019
2460,246,Deepak Chahar,Bowler,246,"8,000,000",Chennai Super Kings,2019
2461,306,Lungi Ngidi,Bowler,306,"5,000,000",Chennai Super Kings,2019
2462,307,Mitchell Santner,Allrounder,307,"5,000,000",Chennai Super Kings,2019
2463,347,KM Asif,Bowler,347,"4,000,000",Chennai Super Kings,2019
2464,496,Chaitanya Bishnoi,Batsman,496,"2,000,000",Chennai Super Kings,2019
2465,513,Dhruv Shorey,Batsman,513,"2,000,000",Chennai Super Kings,2019
2466,460,Monu Kumar,Bowler,460,"2,000,000",Chennai Super Kings,2019
2467,411,Narayan Jagadeesan,Batsman,411,"2,000,000",Chennai Super Kings,2019
2468,414,RutuRaj Gaikwad,Batsman,414,"2,000,000",Chennai Super Kings,2019
2469,786,Scott Kuggeleijn,Bowler,786,0,Chennai Super Kings,2019
2470,31,Steven Smith,Batsman,31,"125,000,000",Rajasthan Royals,2019
2471,17,Ben Stokes,Allrounder,17,"125,000,000",Rajasthan Royals,2019
2472,44,Jaydev Unadkat,Bowler,44,"84,000,000",Rajasthan Royals,2019
2473,28,Sanju Samson,Wicketkeeper Batsman,28,"80,000,000",Rajasthan Royals,2019
2474,62,Jofra Archer,Bowler,62,"72,000,000",Rajasthan Royals,2019
2475,61,Krishnappa Gowtham,Allrounder,61,"62,000,000",Rajasthan Royals,2019
2476,72,Jos Buttler,Wicketkeeper Batsman,72,"44,000,000",Rajasthan Royals,2019
2477,23,Ajinkya Rahane,Batsman,23,"40,000,000",Rajasthan Royals,2019
2478,175,Rahul Tripathi,Batsman,175,"34,000,000",Rajasthan Royals,2019
2479,126,Varun Aaron,Bowler,126,"24,000,000",Rajasthan Royals,2019
2480,328,Oshane Thomas,Bowler,328,"11,000,000",Rajasthan Royals,2019
2481,161,Dhawal Kulkarni,Bowler,161,"7,500,000",Rajasthan Royals,2019
2482,107,Stuart Binny,Allrounder,107,"5,000,000",Rajasthan Royals,2019
2483,484,Ashton Turner,Allrounder,484,"5,000,000",Rajasthan Royals,2019
2484,371,Ish Sodhi,Bowler,371,"5,000,000",Rajasthan Royals,2019
2485,353,Liam Livingstone,Batsman,353,"5,000,000",Rajasthan Royals,2019
2486,462,Aryaman Birla,Batsman,462,"3,000,000",Rajasthan Royals,2019
2487,433,Shashank Singh,Allrounder,433,"3,000,000",Rajasthan Royals,2019
2488,466,Riyan Parag,Batsman,466,"2,000,000",Rajasthan Royals,2019
2489,91,Manan Vohra,Batsman,91,"2,000,000",Rajasthan Royals,2019
2490,625,Shubham Ranjane,Bowler,625,"2,000,000",Rajasthan Royals,2019
2491,515,Sudhesan Midhun,Bowler,515,"2,000,000",Rajasthan Royals,2019
2492,358,Shreyas Gopal,Allrounder,358,"2,000,000",Rajasthan Royals,2019
2493,514,Prashant Chopra,Batsman,514,"2,000,000",Rajasthan Royals,2019
2494,396,Mahipal Lomror,Allrounder,396,"2,000,000",Rajasthan Royals,2019
2495,30,Lokesh Rahul,Batsman,30,"110,000,000",Kings Xi Punjab,2019
2496,110,Varun Chakravarti,Bowler,110,"84,000,000",Kings Xi Punjab,2019
2497,15,Ravichandran Ashwin,Allrounder,15,"76,000,000",Kings Xi Punjab,2019
2498,103,Andrew Tye,Bowler,103,"72,000,000",Kings Xi Punjab,2019
2499,99,Sam Curran,Allrounder,99,"72,000,000",Kings Xi Punjab,2019
2500,64,Karun Nair,Batsman,64,"56,000,000",Kings Xi Punjab,2019
2501,199,Prabhsimran Singh,Wicketkeeper Batsman,199,"48,000,000",Kings Xi Punjab,2019
2502,48,Mohammed Shami,Bowler,48,"48,000,000",Kings Xi Punjab,2019
2503,138,Nicholas Pooran,Wicketkeeper Batsman,138,"42,000,000",Kings Xi Punjab,2019
2504,150,Mujeeb Ur Rahman,Bowler,150,"40,000,000",Kings Xi Punjab,2019
