,jersey_no,name,role,salary_rank,salary,team,season
2505,20,David Miller,Batsman,20,"30,000,000",Kings Xi Punjab,2019
2506,146,Ankit Rajpoot,Bowler,146,"30,000,000",Kings Xi Punjab,2019
2507,21,Chris Gayle,Allrounder,21,"20,000,000",Kings Xi Punjab,2019
2508,168,Mandeep Singh,Allrounder,168,"14,000,000",Kings Xi Punjab,2019
2509,117,Moises Henriques,Allrounder,117,"10,000,000",Kings Xi Punjab,2019
2510,157,Mayank Agarwal,Batsman,157,"10,000,000",Kings Xi Punjab,2019
2511,334,Hardus Viljoen,Allrounder,334,"7,500,000",Kings Xi Punjab,2019
2512,397,Darshan Nalkande,Bowler,397,"3,000,000",Kings Xi Punjab,2019
2513,207,Sarfaraz Khan,Batsman,207,"2,500,000",Kings Xi Punjab,2019
2514,467,Arshdeep Singh,Bowler,467,"2,000,000",Kings Xi Punjab,2019
2515,626,Agnivesh Ayachi,Bowler,626,"2,000,000",Kings Xi Punjab,2019
2516,468,Harpreet Brar,Allrounder,468,"2,000,000",Kings Xi Punjab,2019
2517,173,Murugan Ashwin,Bowler,173,"2,000,000",Kings Xi Punjab,2019
2518,35,Rishabh Pant,Wicketkeeper Batsman,35,"80,000,000",Delhi Daredevils,2019
2519,19,Chris Morris,Allrounder,19,"71,000,000",Delhi Daredevils,2019
2520,45,Shreyas Iyer,Batsman,45,"70,000,000",Delhi Daredevils,2019
2521,189,Colin ingram,batsman,189,"64,000,000",Delhi Daredevils,2019
2522,13,Shikhar Dhawan,Batsman,13,"52,000,000",Delhi Daredevils,2019
2523,75,Axar Patel,Allrounder,75,"50,000,000",Delhi Daredevils,2019
2524,104,Kagiso Rabada,Bowler,104,"42,000,000",Delhi Daredevils,2019
2525,46,Amit Mishra,Bowler,46,"40,000,000",Delhi Daredevils,2019
2526,142,Rahul Tewatia,Bowler,142,"30,000,000",Delhi Daredevils,2019
2527,81,Trent Boult,Bowler,81,"22,000,000",Delhi Daredevils,2019
2528,295,Hanuman Vihari,Allrounder,295,"20,000,000",Delhi Daredevils,2019
2529,234,Sherfane Rutherford,Batsman,234,"20,000,000",Delhi Daredevils,2019
2530,221,Colin Munro,Batsman,221,"19,000,000",Delhi Daredevils,2019
2531,215,Prithvi Shaw,Batsman,215,"12,000,000",Delhi Daredevils,2019
2532,58,ishant sharma,Bowler,58,"11,000,000",Delhi Daredevils,2019
2533,267,Avesh khan,Bowler,267,"7,000,000",Delhi Daredevils,2019
2534,372,Keemo Paul,Allrounder,372,"5,000,000",Delhi Daredevils,2019
2535,287,Jayant Yadav,Bowler,287,"5,000,000",Delhi Daredevils,2019
2536,463,Sandeep Lamichhane,Bowler,463,"2,000,000",Delhi Daredevils,2019
2537,459,Ankush Bains,Wicketkeeper Batsman,459,"2,000,000",Delhi Daredevils,2019
2538,238,Nathu Singh,Bowler,238,"2,000,000",Delhi Daredevils,2019
2539,516,Manjot Kalra,Batsman,516,"2,000,000",Delhi Daredevils,2019
2540,431,Jalaj Saxena,Allrounder,431,"2,000,000",Delhi Daredevils,2019
2541,627,Bandaru Ayyappa,Bowler,627,"2,000,000",Delhi Daredevils,2019
2542,281,Harshal Patel,Bowler,281,"2,000,000",Delhi Daredevils,2019
2543,367,Jagadeesha Suchith,Bowler,367,"2,000,000",Delhi Daredevils,2019
2544,2,Rohit Sharma,Batsman,2,"150,000,000",Mumbai Indians,2019
2545,34,Hardik Pandya,Allrounder,34,"110,000,000",Mumbai Indians,2019
2546,41,Krunal Pandya,Allrounder,41,"88,000,000",Mumbai Indians,2019
2547,55,Jasprit Bumrah,Allrounder,55,"70,000,000",Mumbai Indians,2019
2548,69,Ishan Kishan,Batsman,69,"62,000,000",Mumbai Indians,2019
2549,14,Kieron Pollard,Allrounder,14,"54,000,000",Mumbai Indians,2019
2550,184,Evin Lewis,Batsman,184,"38,000,000",Mumbai Indians,2019
2551,174,Barinder Sran,Bowler,174,"34,000,000",Mumbai Indians,2019
2552,113,Surya Kumar Yadav,Batsman,113,"32,000,000",Mumbai Indians,2019
2553,71,Quinton de Kock,Wicketkeeper Batsman,71,"28,000,000",Mumbai Indians,2019
2554,178,Ben Cutting,Bowler,178,"22,000,000",Mumbai Indians,2019
2555,29,Lasith Malinga,Bowler,29,"20,000,000",Mumbai Indians,2019
2556,181,Rahul Chahar,Bowler,181,"19,000,000",Mumbai Indians,2019
2557,369,Jason Behrendorff,Bowler,369,"10,000,000",Mumbai Indians,2019
2558,8,Yuvraj Singh,Batsman,8,"10,000,000",Mumbai Indians,2019
2559,237,MItchell McClenaghan,Bowler,237,"10,000,000",Mumbai Indians,2019
2560,288,Anmolpreet Singh,Batsman,288,"8,000,000",Mumbai Indians,2019
2561,193,Adam Milne,Bowler,193,"7,500,000",Mumbai Indians,2019
2562,226,Mayank Markande,Bowler,226,"2,000,000",Mumbai Indians,2019
2563,395,Siddhesh Lad,Batsman,395,"2,000,000",Mumbai Indians,2019
2564,412,Anukul Roy,Allrounder,412,"2,000,000",Mumbai Indians,2019
2565,628,Pankaj Jaiswal,Allrounder,628,"2,000,000",Mumbai Indians,2019
2566,629,Rashik Dar,Bowler,629,"2,000,000",Mumbai Indians,2019
2567,201,Aditya Tare,Wicketkeeper Batsman,201,"2,000,000",Mumbai Indians,2019
2568,787,Alzarri Joseph,Bowler,787,0,Mumbai Indians,2019
2569,6,Sunil Narine,Bowler,6,"125,000,000",Kolkata Knight Riders,2019
2570,63,Chris Lynn,Batsman,63,"96,000,000",Kolkata Knight Riders,2019
2571,38,Andre Russell,Allrounder,38,"85,000,000",Kolkata Knight Riders,2019
2572,12,Dinesh Karthik,Wicketkeeper Batsman,12,"74,000,000",Kolkata Knight Riders,2019
2573,9,Robin Uthappa,Batsman,9,"64,000,000",Kolkata Knight Riders,2019
2574,74,Kuldeep Yadav,Bowler,74,"58,000,000",Kolkata Knight Riders,2019
2575,211,Crlos Brathwaite,Allrounder,211,"50,000,000",Kolkata Knight Riders,2019
2576,24,Piyush Chawla,Allrounder,24,"42,000,000",Kolkata Knight Riders,2019
2577,128,Nitish Rana,Batsman,128,"34,000,000",Kolkata Knight Riders,2019
2578,141,Kamlesh Nagarkoti,Bowler,141,"32,000,000",Kolkata Knight Riders,2019
2579,151,Shivam Mavi,Allrounder,151,"30,000,000",Kolkata Knight Riders,2019
2580,190,Shubman Gill,Batsman,190,"18,000,000",Kolkata Knight Riders,2019
2581,205,Lockie Ferguson,Bowler,205,"16,000,000",Kolkata Knight Riders,2019
2582,373,Joe Denly,Batsman,373,"10,000,000",Kolkata Knight Riders,2019
2583,255,Rinku Singh,Batsman,255,"8,000,000",Kolkata Knight Riders,2019
2584,335,Harry Gurney,Bowler,335,"7,500,000",Kolkata Knight Riders,2019
2585,350,Nikhil Naik,Wicketkeeper Batsman,350,"2,000,000",Kolkata Knight Riders,2019
2586,630,Prithvi Raj Yara,Bowler,630,"2,000,000",Kolkata Knight Riders,2019
2587,413,Prasidh Krishna,bowler,413,"2,000,000",Kolkata Knight Riders,2019
2588,510,Shrikant Mundhe,Allrounder,510,"2,000,000",Kolkata Knight Riders,2019
2589,309,Anrich Nortje,Bowler,309,"2,000,000",Kolkata Knight Riders,2019
2590,394,Sandeep Warrier,Bowler,394,"2,000,000",Kolkata Knight Riders,2019
2591,225,KC Cariappa,Bowler,225,"2,000,000",Kolkata Knight Riders,2019
2592,785,Matthew Kelly,Bowler,785,0,Kolkata Knight Riders,2019
2593,3,Virat Kohli,Batsman,3,"170,000,000",Royal Challengers Bangalore,2019
2594,5,AB de Villiers,Wicketkeeper Batsman,5,"110,000,000",Royal Challengers Bangalore,2019
2595,83,Marcus Stoinis,batsman,83,"62,000,000",Royal Challengers Bangalore,2019
2596,77,Yuzvendra Chahal,Bowler,77,"60,000,000",Royal Challengers Bangalore,2019
2597,124,Shivam Dubey,Batsman,124,"50,000,000",Royal Challengers Bangalore,2019
2598,50,Umesh Yadav,Bowler,50,"42,000,000",Royal Challengers Bangalore,2019
2599,94,Shimron hetmyer,Batsman,94,"42,000,000",Royal Challengers Bangalore,2019
2600,214,Akshdeep Nath,Batsman,214,"36,000,000",Royal Challengers Bangalore,2019
2601,137,Washington Sundar,Batsman,137,"32,000,000",Royal Challengers Bangalore,2019
2602,147,Navdeep Saini,Bowler,147,"30,000,000",Royal Challengers Bangalore,2019
2603,136,Mohammed Siraj,Bowler,136,"26,000,000",Royal Challengers Bangalore,2019
2604,218,Colin De Grandhomme,Allrounder,218,"22,000,000",Royal Challengers Bangalore,2019
2605,54,Nathan Coulter-Nile,Bowler,54,"22,000,000",Royal Challengers Bangalore,2019
2606,88,Parthiv Patel,Wicketkeeper Batsman,88,"17,000,000",Royal Challengers Bangalore,2019
2607,148,Moeen Ali,Allrounder,148,"17,000,000",Royal Challengers Bangalore,2019
2608,32,Dale Steyn,Bowler,32,"15,000,000",Royal Challengers Bangalore,2019
2609,336,Prayas Barman,Batsman,336,"15,000,000",Royal Challengers Bangalore,2019
2610,163,Tim Southee,Bowler,163,"10,000,000",Royal Challengers Bangalore,2019
2611,132,Pawan Negi,Bowler,132,"10,000,000",Royal Challengers Bangalore,2019
2612,316,Kulwant Khejroliya,Bowler,316,"8,500,000",Royal Challengers Bangalore,2019
2613,447,Himmat Singh,Batsman,447,"6,500,000",Royal Challengers Bangalore,2019
2614,191,Gurkeerat Mann Singh,Batsman,191,"5,000,000",Royal Challengers Bangalore,2019
2615,370,Heinrich Klaasen,Wicketkeeper Batsman,370,"5,000,000",Royal Challengers Bangalore,2019
2616,547,Milind Kumar,Allrounder,547,"2,000,000",Royal Challengers Bangalore,2019
2617,469,Devdutt Padikkal,Batsman,469,"2,000,000",Royal Challengers Bangalore,2019
2618,16,David Warner,Batsman,16,"125,000,000",Sunrisers Hyderabad,2019
2619,26,Manish Pandey,Batsman,26,"110,000,000",Sunrisers Hyderabad,2019
2620,39,Rashid Khan,Bowler,39,"90,000,000",Sunrisers Hyderabad,2019
2621,25,Bhuvneshwar kumar,Bowler,25,"85,000,000",Sunrisers Hyderabad,2019
2622,112,Siddarth Kaul,Bowler,112,"38,000,000",Sunrisers Hyderabad,2019
2623,105,Deepak Hooda,Allrounder,105,"36,000,000",Sunrisers Hyderabad,2019
2624,131,Vijay Shankar,Allrounder,131,"32,000,000",Sunrisers Hyderabad,2019
2625,106,Shahbaz Nadeem,Bowler,106,"32,000,000",Sunrisers Hyderabad,2019
2626,145,Khaleel Ahmed,Bowler,145,"30,000,000",Sunrisers Hyderabad,2019
2627,130,Kane Williamson,Batsman,130,"30,000,000",Sunrisers Hyderabad,2019
2628,116,Sandeep Sharma,Bowler,116,"30,000,000",Sunrisers Hyderabad,2019
2629,194,Jonny Bairstow,Wicketkeeper Batsman,194,"22,000,000",Sunrisers Hyderabad,2019
2630,76,Shakib Al Hasan,Allrounder,76,"20,000,000",Sunrisers Hyderabad,2019
2631,27,Yusuf Pathan,Allrounder,27,"19,000,000",Sunrisers Hyderabad,2019
2632,97,Wriddhiman Saha,Wicketkeeper Batsman,97,"12,000,000",Sunrisers Hyderabad,2019
2633,212,Shreevats Goswami,Wicketkeeper Batsman,212,"10,000,000",Sunrisers Hyderabad,2019
2634,227,Mohammad Nabi,Allrounder,227,"10,000,000",Sunrisers Hyderabad,2019
2635,305,Martin Guptill,Batsman,305,"10,000,000",Sunrisers Hyderabad,2019
2636,219,Basil Thampi,Bowler,219,"9,500,000",Sunrisers Hyderabad,2019
2637,294,Abhishek Sharma,Bowler,294,"5,500,000",Sunrisers Hyderabad,2019
2638,317,Billy Stanlake,Bowler,317,"5,000,000",Sunrisers Hyderabad,2019
2639,223,T Natarajan,Bowler,223,"4,000,000",Sunrisers Hyderabad,2019
2640,410,Ricky Bhui,Batsman,410,"2,000,000",Sunrisers Hyderabad,2019
2641,1,MS Dhoni,Wicketkeeper Batsman,1,"150,000,000",Chennai Super Kings,2020
2642,4,Suresh Raina,Batsman,4,"110,000,000",Chennai Super Kings,2020
2643,52,Kedar Jadhav,Allrounder,52,"78,000,000",Chennai Super Kings,2020
2644,11,Ravindra Jadeja,Allrounder,11,"70,000,000",Chennai Super Kings,2020
2645,24,Piyush Chawla,Allrounder,24,"67,500,000",Chennai Super Kings,2020
2646,33,Dwayne Bravo,Allrounder,33,"64,000,000",Chennai Super Kings,2020
2647,99,Sam Curran,Allrounder,99,"55,000,000",Chennai Super Kings,2020
2648,49,Karn Sharma,Bowler,49,"50,000,000",Chennai Super Kings,2020
2649,10,Shane Watson,Allrounder,10,"40,000,000",Chennai Super Kings,2020
2650,155,Shardul Thakur,Bowler,155,"26,000,000",Chennai Super Kings,2020
2651,68,Ambati Rayudu,Batsman,68,"22,000,000",Chennai Super Kings,2020
2652,224,Josh Hazlewood,Bowler,224,"20,000,000",Chennai Super Kings,2020
2653,56,Murali Vijay,Batsman,56,"20,000,000",Chennai Super Kings,2020
2654,22,Harbhajan Singh,Bowler,22,"20,000,000",Chennai Super Kings,2020
2655,67,Francois Du Plessis,Batsman,67,"16,000,000",Chennai Super Kings,2020
2656,187,Imran Tahir,Bowler,187,"10,000,000",Chennai Super Kings,2020
2657,246,Deepak Chahar,Bowler,246,"8,000,000",Chennai Super Kings,2020
2658,307,Mitchell Santner,Allrounder,307,"5,000,000",Chennai Super Kings,2020
2659,306,Lungi Ngidi,Bowler,306,"5,000,000",Chennai Super Kings,2020
2660,347,KM Asif,Bowler,347,"4,000,000",Chennai Super Kings,2020
2661,414,RutuRaj Gaikwad,Batsman,414,"2,000,000",Chennai Super Kings,2020
2662,460,Monu Kumar,Bowler,460,"2,000,000",Chennai Super Kings,2020
2663,518,R. Sai Kishore,Bowler,518,"2,000,000",Chennai Super Kings,2020
2664,411,Narayan Jagadeesan,Batsman,411,"2,000,000",Chennai Super Kings,2020
2665,35,Rishabh Pant,Wicketkeeper Batsman,35,"80,000,000",Delhi Daredevils,2020
2666,94,Shimron hetmyer,Batsman,94,"77,500,000",Delhi Daredevils,2020
2667,15,Ravichandran Ashwin,Allrounder,15,"76,000,000",Delhi Daredevils,2020
2668,45,Shreyas Iyer,Batsman,45,"70,000,000",Delhi Daredevils,2020
2669,23,Ajinkya Rahane,Batsman,23,"52,500,000",Delhi Daredevils,2020
2670,13,Shikhar Dhawan,Batsman,13,"52,000,000",Delhi Daredevils,2020
2671,75,Axar Patel,Allrounder,75,"50,000,000",Delhi Daredevils,2020
2672,83,Marcus Stoinis,batsman,83,"48,000,000",Delhi Daredevils,2020
2673,104,Kagiso Rabada,Bowler,104,"42,000,000",Delhi Daredevils,2020
2674,46,Amit Mishra,Bowler,46,"40,000,000",Delhi Daredevils,2020
2675,289,Alex Carey,Wicket Keeper,289,"24,000,000",Delhi Daredevils,2020
2676,231,Jason Roy,Batsman,231,"15,000,000",Delhi Daredevils,2020
2677,123,Chris Woakes,Bowler,123,"15,000,000",Delhi Daredevils,2020
2678,337,Daniel Sams,All-rounder,337,"15,000,000",Delhi Daredevils,2020
2679,215,Prithvi Shaw,Batsman,215,"12,000,000",Delhi Daredevils,2020
2680,58,Ishant Sharma,Bowler,58,"11,000,000",Delhi Daredevils,2020
2681,309,Anrich Nortje,Bowler,309,"8,982,000",Delhi Daredevils,2020
2682,267,Avesh khan,Bowler,267,"7,000,000",Delhi Daredevils,2020
2683,372,Keemo Paul,Allrounder,372,"5,000,000",Delhi Daredevils,2020
2684,73,Mohit Sharma,Bowler,73,"5,000,000",Delhi Daredevils,2020
2685,470,Daniel Sams,,470,"3,000,000",Delhi Daredevils,2020
2686,463,Sandeep Lamichhane,Bowler,463,"2,000,000",Delhi Daredevils,2020
2687,281,Harshal Patel,Bowler,281,"2,000,000",Delhi Daredevils,2020
2688,631,Tushar Deshpande,Bowler,631,"2,000,000",Delhi Daredevils,2020
2689,519,Lalit Yadav,All-Rounder,519,"2,000,000",Delhi Daredevils,2020
2690,526,Pravin Dubey,,526,"2,000,000",Delhi Daredevils,2020
2691,30,Lokesh Rahul,Batsman,30,"110,000,000",Kings Xi Punjab,2020
2692,18,Glenn Maxwell,Allrounder,18,"107,500,000",Kings Xi Punjab,2020
2693,172,Sheldon Cottrell,Bowler,172,"85,000,000",Kings Xi Punjab,2020
2694,61,Krishnappa Gowtham,Allrounder,61,"62,000,000",Kings Xi Punjab,2020
2695,64,Karun Nair,Batsman,64,"56,000,000",Kings Xi Punjab,2020
2696,48,Mohammed Shami,Bowler,48,"48,000,000",Kings Xi Punjab,2020
2697,138,Nicholas Pooran,Wicketkeeper Batsman,138,"42,000,000",Kings Xi Punjab,2020
2698,150,Mujeeb Ur Rahman,Bowler,150,"40,000,000",Kings Xi Punjab,2020
2699,171,Chris Jordan,Bowler,171,"30,000,000",Kings Xi Punjab,2020
2700,21,Chris Gayle,Allrounder,21,"20,000,000",Kings Xi Punjab,2020
2701,235,Ravi Bishnoi,Bowler,235,"20,000,000",Kings Xi Punjab,2020
2702,168,Mandeep Singh,Allrounder,168,"14,000,000",Kings Xi Punjab,2020
2703,157,Mayank Agarwal,Batsman,157,"10,000,000",Kings Xi Punjab,2020
2704,334,Hardus Viljoen,Allrounder,334,"7,500,000",Kings Xi Punjab,2020
2705,199,Prabhsimran Singh,Wicketkeeper Batsman,199,"5,500,000",Kings Xi Punjab,2020
2706,105,Deepak Hooda,Allrounder,105,"5,000,000",Kings Xi Punjab,2020
2707,301,Jimmy Neesham,Allrounder,301,"5,000,000",Kings Xi Punjab,2020
2708,397,Darshan Nalkande,Bowler,397,"3,000,000",Kings Xi Punjab,2020
2709,207,Sarfaraz Khan,Batsman,207,"2,500,000",Kings Xi Punjab,2020
2710,173,Murugan Ashwin,Bowler,173,"2,000,000",Kings Xi Punjab,2020
2711,367,Jagadeesha Suchith,Bowler,367,"2,000,000",Kings Xi Punjab,2020
2712,468,Harpreet Brar,Allrounder,468,"2,000,000",Kings Xi Punjab,2020
2713,467,Arshdeep Singh,Bowler,467,"2,000,000",Kings Xi Punjab,2020
2714,426,Tajinder Singh,Batsman,426,"2,000,000",Kings Xi Punjab,2020
2715,520,Ishan Porel,Bowler,520,"2,000,000",Kings Xi Punjab,2020
2716,43,Pat Cummins,Bowler,43,"155,000,000",Kolkata Knight Riders,2020
2717,6,Sunil Narine,Bowler,6,"125,000,000",Kolkata Knight Riders,2020
2718,38,Andre Russell,Allrounder,38,"85,000,000",Kolkata Knight Riders,2020
2719,12,Dinesh Karthik,Wicketkeeper Batsman,12,"74,000,000",Kolkata Knight Riders,2020
2720,74,Kuldeep Yadav,Bowler,74,"58,000,000",Kolkata Knight Riders,2020
2721,90,Eoin Morgan,Batsman,90,"52,500,000",Kolkata Knight Riders,2020
2722,110,Varun Chakravarti,Bowler,110,"40,000,000",Kolkata Knight Riders,2020
2723,128,Nitish Rana,Batsman,128,"34,000,000",Kolkata Knight Riders,2020
2724,141,Kamlesh Nagarkoti,Bowler,141,"32,000,000",Kolkata Knight Riders,2020
2725,151,Shivam Mavi,Allrounder,151,"30,000,000",Kolkata Knight Riders,2020
2726,190,Shubman Gill,Batsman,190,"18,000,000",Kolkata Knight Riders,2020
2727,205,Lockie Ferguson,Bowler,205,"16,000,000",Kolkata Knight Riders,2020
2728,374,Tom Banton,Batsman,374,"10,000,000",Kolkata Knight Riders,2020
2729,255,Rinku Singh,Batsman,255,"8,000,000",Kolkata Knight Riders,2020
2730,335,Harry Gurney,Bowler,335,"7,500,000",Kolkata Knight Riders,2020
2731,175,Rahul Tripathi,Batsman,175,"6,000,000",Kolkata Knight Riders,2020
2732,375,Tim Seifert,Wicketkeeper Batsman,375,"5,000,000",Kolkata Knight Riders,2020
2733,395,Siddhesh Lad,Batsman,395,"2,000,000",Kolkata Knight Riders,2020
2734,394,Sandeep Warrier,Bowler,394,"2,000,000",Kolkata Knight Riders,2020
2735,632,Chris Green,All-Rounder,632,"2,000,000",Kolkata Knight Riders,2020
2736,350,Nikhil Naik,Wicketkeeper Batsman,350,"2,000,000",Kolkata Knight Riders,2020
2737,409,Pravin Tambe,Bowler,409,"2,000,000",Kolkata Knight Riders,2020
2738,521,M Siddharth,Bowler,521,"2,000,000",Kolkata Knight Riders,2020
2739,413,Prasidh Krishna,bowler,413,"2,000,000",Kolkata Knight Riders,2020
2740,788,Ali Khan,,788,0,Kolkata Knight Riders,2020
2741,2,Rohit Sharma,Batsman,2,"150,000,000",Mumbai Indians,2020
2742,34,Hardik Pandya,Allrounder,34,"110,000,000",Mumbai Indians,2020
2743,41,Krunal Pandya,Allrounder,41,"88,000,000",Mumbai Indians,2020
2744,54,Nathan Coulter-Nile,Bowler,54,"80,000,000",Mumbai Indians,2020
2745,55,Jasprit Bumrah,Allrounder,55,"70,000,000",Mumbai Indians,2020
2746,69,Ishan Kishan,Batsman,69,"62,000,000",Mumbai Indians,2020
2747,14,Kieron Pollard,Allrounder,14,"54,000,000",Mumbai Indians,2020
2748,81,Trent Boult,Bowler,81,"32,000,000",Mumbai Indians,2020
2749,113,SuryaKumar Yadav,Batsman,113,"32,000,000",Mumbai Indians,2020
2750,71,Quinton de Kock,Wicketkeeper Batsman,71,"28,000,000",Mumbai Indians,2020
2751,63,Chris Lynn,Batsman,63,"20,000,000",Mumbai Indians,2020
2752,29,Lasith Malinga,Bowler,29,"20,000,000",Mumbai Indians,2020
2753,234,Sherfane Rutherford,Batsman,234,"20,000,000",Mumbai Indians,2020
2754,181,Rahul Chahar,Bowler,181,"19,000,000",Mumbai Indians,2020
2755,262,James Pattinson,Bowler,262,"15,000,000",Mumbai Indians,2020
2756,237,MItchell McClenaghan,Bowler,237,"10,000,000",Mumbai Indians,2020
2757,288,Anmolpreet Singh,Batsman,288,"8,000,000",Mumbai Indians,2020
2758,161,Dhawal Kulkarni,Bowler,161,"7,500,000",Mumbai Indians,2020
2759,287,Jayant Yadav,Bowler,287,"5,000,000",Mumbai Indians,2020
2760,65,Saurabh Tiwary,Batsman,65,"5,000,000",Mumbai Indians,2020
2761,412,Anukul Roy,Allrounder,412,"2,000,000",Mumbai Indians,2020
2762,633,Digvijay Deshmukh,All-Rounder,633,"2,000,000",Mumbai Indians,2020
2763,634,Prince Balwant Rai Singh,All-Rounder,634,"2,000,000",Mumbai Indians,2020
2764,464,Mohsin Khan,Bowler,464,"2,000,000",Mumbai Indians,2020
2765,201,Aditya Tare,Wicketkeeper Batsman,201,"2,000,000",Mumbai Indians,2020
2766,17,Ben Stokes,Allrounder,17,"125,000,000",Rajasthan Royals,2020
2767,31,Steven Smith,Batsman,31,"125,000,000",Rajasthan Royals,2020
2768,28,Sanju Samson,Wicketkeeper Batsman,28,"80,000,000",Rajasthan Royals,2020
2769,62,Jofra Archer,Bowler,62,"72,000,000",Rajasthan Royals,2020
2770,72,Jos Buttler,Wicketkeeper Batsman,72,"44,000,000",Rajasthan Royals,2020
2771,44,Jaydev Unadkat,Bowler,44,"30,000,000",Rajasthan Royals,2020
2772,9,Robin Uthappa,Batsman,9,"30,000,000",Rajasthan Royals,2020
2773,142,Rahul Tewatia,Bowler,142,"30,000,000",Rajasthan Royals,2020
2774,146,Ankit Rajpoot,Bowler,146,"30,000,000",Rajasthan Royals,2020
2775,126,Varun Aaron,Bowler,126,"24,000,000",Rajasthan Royals,2020
2776,216,Yashasvi Jaiswal,All-Rounder,216,"24,000,000",Rajasthan Royals,2020
2777,226,Mayank Markande,Bowler,226,"20,000,000",Rajasthan Royals,2020
2778,278,Kartik Tyagi,Bowler,278,"13,000,000",Rajasthan Royals,2020
2779,103,Andrew Tye,Bowler,103,"10,000,000",Rajasthan Royals,2020
2780,180,Tom Curran,allrounder,180,"10,000,000",Rajasthan Royals,2020
2781,329,Anuj Rawat,Wicket Keeper,329,"8,000,000",Rajasthan Royals,2020
2782,20,David Miller,Batsman,20,"7,500,000",Rajasthan Royals,2020
2783,328,Oshane Thomas,Bowler,328,"5,000,000",Rajasthan Royals,2020
2784,433,Shashank Singh,Allrounder,433,"3,000,000",Rajasthan Royals,2020
2785,358,Shreyas Gopal,Allrounder,358,"2,000,000",Rajasthan Royals,2020
2786,466,Riyan Parag,Batsman,466,"2,000,000",Rajasthan Royals,2020
2787,91,Manan Vohra,Batsman,91,"2,000,000",Rajasthan Royals,2020
2788,396,Mahipal Lomror,Allrounder,396,"2,000,000",Rajasthan Royals,2020
2789,522,Akash Singh,Bowler,522,"2,000,000",Rajasthan Royals,2020
2790,517,Aniruddha Joshi,Batsman,517,"2,000,000",Rajasthan Royals,2020
2791,3,Virat Kohli,Batsman,3,"170,000,000",Royal Challengers Bangalore,2020
2792,5,AB de Villiers,Wicketkeeper Batsman,5,"110,000,000",Royal Challengers Bangalore,2020
2793,19,Chris Morris,Allrounder,19,"100,000,000",Royal Challengers Bangalore,2020
2794,77,Yuzvendra Chahal,Bowler,77,"60,000,000",Royal Challengers Bangalore,2020
2795,124,Shivam Dubey,Batsman,124,"50,000,000",Royal Challengers Bangalore,2020
2796,85,Aaron Finch,Batsman,85,"44,000,000",Royal Challengers Bangalore,2020
2797,50,Umesh Yadav,Bowler,50,"42,000,000",Royal Challengers Bangalore,2020
2798,115,Kane Richardson,Bowler,115,"40,000,000",Royal Challengers Bangalore,2020
2799,137,Washington Sundar,Batsman,137,"32,000,000",Royal Challengers Bangalore,2020
2800,147,Navdeep Saini,Bowler,147,"30,000,000",Royal Challengers Bangalore,2020
